,Unnamed: 0.1,artist,track,position,date,lyrics
10,10,De La Soul,Say No Go,11,1989-11-04,"

POS:
Now let's get right on down to the skit
A baby is brought into a world of pits
And if it could've talked that soon
In the delivery room
It would've asked the nurse for a hit
The reason for this?
The mother is a jerk
Excuse me, Junkie
Which brought the work of the old
Into a new light
What a way
But this what a way
Has been a way of today
Anyway
Push couldn't shove me to understand a path to a basehead
Consumer should erase it in the first wave
But second wave forms believers
And believers will walk to it then even talk to it and say...
(You got the body now you want my soul)
Nah, can't have none of that, tell 'em what to say Mase...

SAY NO GO

DOVE:
Nah, no my brother
No my sister
Try to get hip to this
Word, word to the mother
I'll tell the truth so bear my witness
Fly like birds of a feather
Drugs are like Pleather
You don't wanna wear it
No need to ask that question, just don't mention
You know what the answer is...

POS:
Now I never fancied Nancy
But the statement she made held a plate of weight
I even stressed it to Wade

DOVE:
Did he take any heed?

POS:
Nah, the boy was hooked, you could've phrased the word ""Base""
And the kid just shook
In his fashion class once an A now an F
The rock rules him now
The only designs left
Were once clothes made for Oshkosh
Has converted to nothing but stonewash

DOVE:
Now hopping in a barrel is a barrel of fun
But don't hop in if you want to be down, son
Cause that could mean down and out as an action
What does it lead to?
Dum-da-dum-dum
People say what have I done for all my years
My tears show my hard-earned work
I heard shoving is worse than pushing
But I'd rather know a shover than a pusher
Cause a pusher's a jerk

SAY NO GO

POS:
Believe it or not the plot forms a fee more that charity
But the course doesn't coincide with the ride of insanity
Is it a chant that slants the soul to fill for it?
I know it's the border that flaunts the order to kill for it

DOVE:
Standing, scheming on a young one
Taking his time, eight-ball for a cool pool player
Racked it all, tried to break, miscued
Got beat by the boy in blue
Next day you're out by the spot once more
Looking hard for a crack in the hole
I ask what's the fix for the ill stuff
Word to the Dero
The answer should have been no

POS:
Run me a score from the Funky Four Plus One More
(It's the joint!)
Rewind that back
This is the age for a new stage of fiend
Watch how the zombies scream
It's the crack
Plain is plain it should explain it from the start
Behind the ideals of cranking up the heart
Now the base claim's shot over every part

SAY NO GO

DON""T EVEN THINK ABOUT IT

SAY NO GO

SAY NO GO

"
11,11,Ice-T,Lethal Weapon,12,1989-11-04,"

[Ice-T]
E-V-I-L E and Ice-T are on a jack move
Layin down the dope groove, smokin those who disapprove
Wreckin the deck, you'll regret if you cross punk
Rollin like a Mack truck, waxin those who talk junk
Violent your end, I got your face in my crosshairs
Wanna see your dome bust sucker cause I don't care
Nuttin bout you, your crew, because you talk shit
I'm the Lethal Weapon boy, ridin the apocalypse
If you're in my way, then lay beneath the ground soon
Violence is my business fool, the microphone of doom
Mission that's to cure all punks as I bust caps
Peelin your back, my ammunition hollow-point raps
You try to run, that makes it even more fun
I just cold lamp and vamp you with the shotgun
Cops try to flex.. but guns they'll never find..
My Lethal Weapon's my mind!

[Hook: Rakim]
A lethal weapon..
A lethal weapon..
A lethal weapon..
An assassinator, if the people ain't steppin

[Ice-T]
You hit the deck, as rap busts from my lips
You think I'm finished - I load another clip
Look in my face, I crack an evil grin
Lyrics bring death from the microphone Mac-10
Sucker MC's, you ain't down with the Syndicate
Try to kick game, but end up talkin weak shit, yo
You're weak, you're wack, you need to quit you lil punk bitch
Go and freak your mother, go dig a damn ditch
Get out my face, I'm tired of the press too
You write about me, I write about you
You think I'm violent, but listen and you will find..
My Lethal Weapon's my mind!

Chorus

[Ice-T]
Up against the wall - it's Valentine's Day
The Massacre's about due for a replay
I'm about to explode - like a hand grenade
Evil E do damage on the crossfade
{*Evil E scratches*} Cuts like a battleaxe
You try to bite, get iced, my raps are boobytraps
Claim of mine, designed by the Ice himself
You beg for mercy as you read the hand you're dealt
{*screaming ""Ah ahh ahh AHHHHHHHHHHHHHHHHH!!!""*}
Cause there's no let up, you walked into a set up
It's suckin you down and now you can't get up
Why because you froze the moment we met up
And I never run punk, I go head up
I ain't no fool and new jack poppin fake rap
I rap from the heart and soul, where only facts are kept
Many rappers sell-out pop and other MC's slept
I ain't in no playin mood, so nigga watch your step
Cause if you cross the boss, you go to bed quick
Know my situation boy, don't diss the Syndicate
Cause when we chose to move, you're gone
And no remains they'll find..
My Lethal Weapon's my mind!

[Hook]

[Ice-T]
More bodies than John Gotti, the Lethal Weapon is slaying
Just open any book, that's ammo to the brain
What really matters, is how well is your weapon trained
Some would say genius, while others would say insane
The Weapon power has been witnessed upon my page
From Martin Luther's ""dream"", to Hitler's psycho rage
What's more powerful - the brain or a twelve gauge?
The words I speak have scared many people to this stage
But promote violence, I really have to disagree
It's entertainment, like ""Terminator"" on TV
But some'll never see, you're stupid ignorant and blind
The Lethal Weapon's the mind!

[Hook]

[Ice-T]
The mind..
Think!

The mind..
YouknowhatI'msayin?
I got my jammy with me at all times, youknowhatI'msayin?
They can't take this one thing away from me
That's got more power, than any gun in the world, youknowhatI'msayin?
I'm talkin bout brain power homeboy
They can't mess with me cause I'm too smart for them out there
YouknowhatI'msayin? Fully strapped, always packed
Go to the library and get some more ammo, youknowhatI'msayin?

"
12,12,Cool C,Glamorous Life,13,1989-11-04,"

(Samples)
Oh Ohhhhhh
You got it!
The glamorous life (go! go! go!) x 4

(Cool C)
She's a glamorous girl
And she came to rock my world
All the guys they wanna get with her
Step back cos you know you can't get her
First of all you gotta have money
Just in order to be her honey
But hey that's down the line
Cos I like a girl that's fine
Give her everything she wants
Gold and money so she can flaunt
And show that she got Gucci, Louis Vuitton
MCM styles of every kind
Mecca designed alpinas
This girl man, you gotta just see her
Sooner or later she'll be my wife
And that's when we'll live the glamorous life

()
(Samples)
Oh Ohhhhhh
You got it!
The glamorous life (go! go! go!) x 4

(Cool C)
All the girls envy my wife
Just because she's in the glamorous life
What she got they wanna get with it
But they're not doing nothing to get it
We're the talk of the town
Every time that we roll around
Other girls they just get jealous
When they smell her Perry Ellis
Or Obsession, or her Posion
You keep her away from the boys 'em cos
They might try to disrespect you
But don't let them upset you
Cos yo, they not that thoro'
To take away your girl
A girl that has no price
When she's in the glamorous life

()
(Samples)
Oh Ohhhhhh
You got it!
The glamorous life (go! go! go!) x 4

(Michelle)
You know what Cool?
When I was with Steady B
I had everything
I was rolling phat
Livin' large
I had all the luxuries in life
But when I was with that nut, EST
He didn't give me nothin'
It's like my mum used to say...

(samples, scratched)
We gonna use what we've got, to get what we want

(Cool C)
Yeah, girls like you Michelle is hard to find
That's why I had to make you my wife
So you could live the glamorous life

()
(Samples)
Oh Ohhhhhh
You got it!
The glamorous life (go! go! go!) x 4

At 15: 21

"
13,13,Kwame,The Rhythm,14,1989-11-04,
14,14,Boogie Down Productions,You Must Learn,15,1989-11-04,"

[Hook]
Just like I told you, you must learn

It's calm yet wild the style that I speak
Just filled with facts and you will never get weak in the heart
In fact you'll start to illuminate, knowledge to others in a song
Let me demonstrate the force of knowledge
Knowledge reigned supreme
The ignorant is ripped to smithereens
What do you mean when you say I'm rebellious
Cause I don't accept everything that you're telling us
What are you selling us the creator dwellin' us
I sit in your unknown class while you're failing' us
I failed your class cause I ain't with your reasoning
You're tryin' make me you by seasoning
Up my mind with see Jane run, see John walk in a hardcore New York
Come on now, that's like a chocolate cow
It doesn't exist no way, no how
It seems to me that in a school that's ebony
African history should be pumped up steadily, but it's not
And this has got to stop, See Spot run, run get Spot
Insulting to a Black mentality, a Black way of life
Or a jet Black family, so I include with one concern, that
You must learn

[Hook x2]

I believe that if you're teaching history
Filled with straight up facts no mystery
Teach the student what needs to be taught
Cause Black and White kids both take shorts
When one doesn't know about the other ones' culture
Ignorance swoops down like a vulture
Cause you don't know that you ain't just a janitor
No one told you about Benjamin Banneker
A brilliant Black man that invented the almanac
Can't you see where KRS is coming at
With Eli Whitney, Haile Selassie
Granville Woods made the walkie-talkie
Lewis Latimer improved on Edison
Charles Drew did a lot for medicine
Garrett Morgan made the traffic lights
Harriet Tubman freed the slaves at night
Madam C.J. Walker made the straightening comb;
But you won't know this is you weren't shown
The point I'm gettin' at it it might be harsh
Cause we're just walkin' around brainwashed
So what I'm sayin' is not to diss a man
We need the 89 school system
One that caters to a Black return because
You must learn

[Hook]

""Alkebulan"" is the original name
Of Africa, now stripped of it's fame
It's good to know that in ancient times
Egyptians developed all sciences of the mind
To the point where they ruled the planet
But Rome, Greece, and Persia wasn't havin' it
They attacked, and won the war
But it wasn't enough, they had to get to the core
Cause in that time it was Alkebulan
That ruled religion, politics, and man
In order to destroy the Egyptian race
They had to wipe the sciences from off the face of the planet
So they proceeded to ban it
Then replace it with Christianity
And it's, been that way, all the way to today
Learn what we teach; hear what we say
But here comes the K-the-R-the-S-the-O-the-N-the-E
The BDP and we rhyme intelligently
Let me continue with Theodosyius
A Greek ruler not known to most of us
He, in the fourth century A.D.,
Calls the Egyptians fools you see
Two years later, Justinian rules
Six A.D., was it for schools
As a result, ignorance had swirled
Over Christian Europe and Greco-Roman worlds
This went on for a thousand years
Of ignorance, stupidity, and tears
Now comes the seventeenth century hardness
Europe, began to come out of it's darkness
So Johann F. Blumenbach, a German
Came out of nowhere and started confirming
White supremacy and men of colors
Before this time, all men were brothers
It was Johann, who went on to say
There are five different colors in the world today
That's caucasian, malayan, and mongolian
American-Indian, and ethiopian
Yet, the ignorance gets scarier
He believed whites were superior
According to his idiotic fountain
The purest whites were from the Caucas mountains
J. A. Blofener, and H. S. Chamberlain
Both supported this outrageous racism
This went on to what the master race should be
And why they killed the Jews in Germany
Here is the reason why I'm so concerned
Because you, must, learn!!!!

"
15,15,Redhead Kingpin & The F.B.I.,Do The Right Thing,16,1989-11-04,
16,16,High Performance,Do You Really Wanna Party?,17,1989-11-04,
17,17,3rd Bass,Steppin' Into The A.M.,18,1989-11-04,
18,18,Run-D.M.C.,Pause,19,1989-11-04,
19,19,Public Enemy,Fight The Power,20,1989-11-04,"

[Produced by The Bomb Squad]

[Intro]
Yet our best trained, best educated, best equipped, best prepared troops refuse to fight. As a matter of fact, it’s safe to say that they would rather switch than fight

[Alt. Intro]
W-E-L-O-V-E 108 FM

[Verse 1]
1989 the number another summer (get down)
Sound of the funky drummer
Music hitting your heart cause I know you got soul
(Brothers and sisters, hey)
Listen if you're missing y'all
Swinging while I'm singing
Giving whatcha getting
Knowing what I know
While the Black bands sweating
And the rhythm rhymes rolling
Got to give us what we want
Gotta give us what we need
Our freedom of speech is freedom or death
We got to fight the powers that be
Lemme hear you say
Fight the power

[Hook]
Fight the power
We've got to fight the powers that be

[Verse 2]
As the rhythm designed to bounce
What counts is that the rhymes
Designed to fill your mind
Now that you've realized the pride's arrived
We got to pump the stuff to make us tough
From the heart
It's a start, a work of art
To revolutionize make a change nothing's strange
People, people we are the same
No we're not the same
Cause we don't know the game
What we need is awareness, we can't get careless
You say what is this?
My beloved lets get down to business
Mental self defensive fitness
(Yo) bum rush the show
You gotta go for what you know
Make everybody see, in order to fight the powers that be
Lemme hear you say
Fight the power

[Hook]
Fight the power
We've got to fight the powers that be

[Verse 3]
Elvis was a hero to most
But he never meant shit to me you see
Straight up racist that sucker was
Simple and plain
Mother fuck him and John Wayne
Cause I'm Black and I'm proud
I'm ready and hyped plus I'm amped
Most of my heroes don't appear on no stamps
Sample a look back you look and find
Nothing but rednecks for 400 years if you check
Don't worry be happy
Was a number one jam
Damn if I say it you can slap me right here
(Get it) lets get this party started right
Right on, c'mon
What we got to say
Power to the people no delay
To make everybody see
In order to fight the powers that be

[Hook]
Fight the power
We've got to fight the powers that be

"
20,20,Sir Mix-A-Lot,Beepers,21,1989-11-04,"

Operator's voice:
(Welcome to Sky Pager)

(*sound of beeper going off, appears throughout song*)

[Sir Mix A-Lot] (Operator's voice)
Beepers ...
Beepers ...
Beepers ...
Beepers ...
(Welcome to Sky Pager)
Beepers
(Press the pound key after each entry)

[Sir Mix-A-Lot]
I'm rollin like a Playboy beep, beep, beep
Just another page, just another freak
Cops say I'm bangin, girls say I'm slangin
Just cause my black Cross Courts be hangin
Ah huh, that's it baby
Beep diddy beep, will I call you maybe
Sky Pager looks like a Phaser
That's the attire of a Northwest player
San Jose, I got a show
Chillin like a champ with a girl in a limo
There we go again, I got a beep
The girl got nosy beggin for a peep
Get off me girl, this is business
I'm workin it and you can't witness
A Oakland skeezer, how do I know
Cause 415 was the area code
Turn it off, turn it on, so I won't get busted
You know rap stars never get trusted
Baby wanna get so I put it on vibrate
How does Mix-A-Lot communicate

[Break - Sir Mix-A-Lot] (Operator's voice)
With beepers, baby, haha
Beepers
(Welcome to Sky Pager)
Beepers
(To use Sky Pager)
Beepers
(Press the pound key after each entry)
Beepers
(Please enter the pin number you wish)
(Sky Pager) - 3X
Beepers
(Sky, Sky, Sky Pager)

[Sir Mix-A-Lot]
1-800-759-7243
But if you ain't got that pin number dummy, you can't call me
To hook up with Mix you gotta call that number
Then sit by the phone and wonder
Will he call? If you're fine I might
If you're a duck (*no dial tone sound*) good night
I got a cellular but you can't have my digits
Motorola beeps and the boy gets with it
Code one, two (Yo come on black
You gonna tell her about me, what's up with that?)
That's Attitude Adjuster, my homey
Huggin more girls than Bela Karolyi
Gettin 'em sprung, bustin 'em out
Rollin up dames, cause he's got that clout
Pullin young females, yank 'em on the stage
One fell prey when she called that page
(*numbers dialing sound*) called his beeper
Sweetie got sprung but he might not keep her
He never called back, so she called me
(Where's Attitude at? He was supposed to meet me)
I don't know but I'm wishin you luck
How does Attitude Adjuster hook up?

[Break - Sir Mix-A-Lot] (Operator's voice)
With beepers
(If you wish to send message 777-9311)
With beepers
(Enter telephone number or numeric message
Press the pound key now)

[Sir Mix-A-Lot]
Pagers, call 'em what you want
Some brothers some brothers wear fake ones, still tryin to flaunt
Walkin in a party, lookin like Joker
Big ole six inch garage door opener
Not me, cause my bank is set
Three dope Benzos, one Corvette
I'm not braggin or movin them thangs
Just clockin them dollars at the real estate game
(Sky Pager)
Telepage Northwest, satellite service pushed to test
Got a beep from a girl named Natalie
My memory slip, cause I need a new battery
Power on, display light's up
Incoming calls from the girls with butts
Girls call cause they might get lonely
Ha .. I run 'em like ponies
Pick 'em up, put 'em in the Benzo
I get a beep and I leave 'em in limbo
That's right I'm livin like that
What do I keep pinned to the strap

[Break - Sir Mix-A-Lot]
My beeper ...
Beepers ...
Beepers ...
Beepers ...

[Sir Mix-A-Lot]
Oh yeah, girls got 'em too
They keep 'em in their purse, plain and cool
Big players, rollin up fellas
They comin up but they never will tell us
Smooth, ha, I bet you didn't know
The girl you called dumb was clockin your dough
Jackin ball players and never gettin tossed
Done worked every brother on the Seahawks
Yeah, she looks good, but she thinks she's swift
Tryin to pull up on the Mix-A-Lot tip
Sittin in the movie, she stepped out smooth
Oh baby girl, I got one too

[Break - Sir Mix-A-Lot] (Operator's voice)
A beeper ...
(Sky Pager) -2X
Beepers ...
(Sky Pager)
Beepers ...
(Sky Pager)
Beepers ...
(Sky Pager)
(Enter telephone number)
Beepers
(Or numeric message 777-9311)
Beepers ...
(If you wish to send message) ...
(Sky Pager) ...
(If you wish to send message) ...
(Sky Pager) ...

(Message sent)

"
21,21,N.W.A.,Express Yourself,22,1989-11-04,"

[Intro]
Dr. Dre: Yo, man, it's a lot of brothers out there flakin' and perpetratin' but scared to kick reality
Ice Cube: Man, you've been doin' all this dope producing, but you ain't had a chance to show 'em what time it is
Dr. Dre: So what you want me to do? ... (Express yourself)

[Verse 1: Dr. Dre]
I'm expressing with my full capabilities
And now I'm living in correctional facilities
Cause some don't agree with how I do this
I get straight, meditate like a Buddhist
I'm dropping flavor, my behavior is hereditary
But my technique is very necessary
Blame it on Ice Cube, because he says it gets funky
When you got a subject and a predicate
Add it on a dope beat and that'll make you think
Some suckers just tickle me pink
To my stomach, cause they don't flow like this one
You know what? I won't hesitate to dis one
Or two before I'm through, so don't try to sing this
Some drop science, well I'm dropping English
Even if Yella makes it a cappella
I still express, yo I don't smoke weed or sess
Cause it's known to give a brother brain damage
And brain damage on the mic don't manage nothing
But making a sucker and you equal, don't be another sequel

[Hook]
Express yourself
Come on and do it

[Verse 2: Dr. Dre]
Now, getting back to the PG
That's program, and it's easy
Dre is back, new jacks are made hollow
Expressing ain't their subject because they like to follow
The words, the style, the trend, the records I spin
Again and again and again, yo, you on the other end
Watch a brother saying dope rhymes with no help
There's no fessing and guessing while I'm expressing myself
It's crazy to see people be
What society wants them to be, but not me
Ruthless is the way to go, they know
Others say rhymes that fail to be original
Or they kill where the hip-hop starts
Forget about the ghetto and rap for the pop charts
Some musicians curse at home
But scared to use profanity when up on the microphone
Yeah, they want reality but you won't hear none
They rather exaggerate a little fiction
Some say no to drugs and take a stand
But after the show they go looking for the dopeman
Or they ban my group from the radio, hear N.W.A and say ""Hell no!""
But you know it ain't all about wealth as long as you make a note to...

[Hook]
Express yourself
Come on and do it

[Verse 3: Dr. Dre]
From the heart cause if you wanna start to move up the chart
Then expression is a big part of it
You ain't efficient when you flow
You ain't swift, moving like a tortoise, full of rigor mortis
There's a little bit more to show
I got rhymes in my mind, embedded like an embryo
Or a lesson, all of 'em expression
And if you start fessing, I got a Smith and Wesson for you
I might ignore your record because it has no bottom
I get loose in the summer, winter, spring and autumn
It's Dre on the mic, getting physical
Doing the job, N.W.A is the lynch mob
Yes, I'm macabre but you know you need this
And the knowledge is growing, just like a fetus
Or a tumor but here's the rumor
Dre is in the neighborhood and he's up to no good
When I start expressing myself, Yella slam it
Cause If I stay funky like this, I'm doing damage
Or I'mma be too hyped and need a straight jacket
I got knowledge and other suckers lack it
So, when you see Dre, a DJ on the mic
Ask what it's like, it's like we getting hype tonight
Cause if I strike, it ain't for your good health
But I won't strike if you just

[Hook]
Express yourself
Come on and do it

"
22,22,EPMD,So Wat Cha Sayin',23,1989-11-04,"

[Erick Sermon]
The employees of the year, yeah we're back to work
I took time off, while other rappers got jerked
Due to the fact they wack and their track
Have to go back and stack cause they lack
The ingredients EPMD and scratch for that
*DJ Scratch cuts and scratches*
Yo, I'm the hip-hopper, plus the show shocker
Down with MD, yes the microphone doctor
One wrecks, the other destroys
And if you think that you're ready to mess (kill the noise)
We don't play when it's time to slay
I get a cut from my homey, yo, then I lay
Back and mack and all the rhymes I pack
And wait for a sucker to jump and then attack

[Parrish Smith]
Well, I'm known to be the master in the MC field
No respect in eighty-seven, eighty-eight you kneel
Cause I produce and get loose, when it's time to perform
Wax a sucker like Mop & Glow (that's word born)
Smacked a second time, but on a different assignment
And do a sucker new jack who needs a rappin' alignment
Cause I'm the cream of the crop when it's time to do a show
Girlies on my jock for my dope intro
As I glance at E-Double, king microphone wrecker
Turn on my cordless, sayin' mic checka
To the ladies ... and all party goers
Some call me freak, and others slow flower
Brothers on my jock, for the way I hold a piece of steel
So what you sayin'?
So what you sayin'?

[Erick Sermon]
Puttin' heads to bed, straight out the box
MCs are jumpin' out shoes and socks
I'm not playin', understand what I'm sayin'
Catch a sucker in my way, and I'm slayin'
Takin' no shorts, showin' vital sign
You can tell by my lines that I'm gettin' mines
In '89, because I'm fine as wine
Sit back and recline, watch the sun shine
Take a stroll, listen to rock and roll
Catch a flick at the movies, dance a bowl
What I choose I refuse to slack while I'm back
I take a chance jack, so I must attack
With knick knack paddywack so I won't lack
Oh my style is def, and as deadly as crack

[Parrish Smith]
While I'm slayin' music's playin', a sucker is the lame
Battle in the trenches where the funky beat playin'
Cause with a partner like E Double don't come a dime a dozen
A kin not blood related, but you can call us cousins
Cause as we climb the charts, better known as statistics
Brothers on my jock while I'm kickin' ballistics
Droppin' hits like 'I'm Housin,' 'You Gots To Chill,' and more
The proof is in the pudding (yo check the Billboard)
People round town talkin' this and that
Of how we sound like the R, and our music was wack
Dropped the album Strictly Business and you thought we was bold
Thirty days later, the LP went gold
So what you sayin?

[Erick Sermon]
Now party people it's time for the exquisite
No knock knock who that over there or who is it
It's the E-R-I-C-K, yes the Boy Wonder
No fouls no bleeps no bloops or no blunders
So hot, so you can say I'm blazin
Or Luther Vandross says, yo I am
""Sooooooo amazing, and I've been waiting""
For a sucker to attack yo me the E-Double
Cuz me and PMD is like the funky fresh couple

[Parrish Smith]
I fight fire with fire, that's why most retired
And when we needed a piss boy, you was hired
Cause you was Memorex, for that style that we was bringin'
In an all-out battle, P comes out swingin'
Cause I'm just the type of brother that's out to get mines
And if the odds against me, I still drop lines
And get mines on time that's why most resign
Sit in my La-Z-Boy chair, relax my head and recline
Sip a Pepsi or Coke, with a twist of lime
Or crack a forty-oh, and then I go for mine
So what you sayin'?
So what you sayin'?

"
